Asset 1,Asset 2
100.0,100.0
99.93097515109245,100.67655537672483
99.77118556960892,101.45647910117145
98.98969033023161,100.9050786061805
100.30335914020075,100.94727186613157
99.2392135784212,99.90022123644451
98.61389816422533,100.43848896163381
98.2300011965375,100.69952595408834
97.87207677653936,100.24509008528031
98.73276905970006,99.50348037263149
98.26945916383133,100.4946601191629
98.39911600098044,99.76468693034028
98.33674323763692,101.27122718999162
98.5003507773979,101.09912015523263
98.54535271678674,101.67052948967756
98.97715907581234,101.96715279490738
99.15413621784154,103.25561108262134
99.69903959950797,103.87523014495883
98.59966386288265,102.9319471594327
98.6733594615986,103.66499241696594
98.24268268865848,102.8569913297232
98.48775371584624,103.27076150007622
98.88603587491686,103.37150187583227
99.10441788153356,103.00421315711206
99.2234447208348,102.93340800053504
99.2865186739012,102.5635139401903
99.60257524423324,102.3201920621003
100.28691253606766,102.99320157976348
99.37231982195192,102.76520285683688
99.7214311115639,104.05174180695857
99.76877471360577,103.7478559576505
98.81526746960922,103.34215752703317
98.0785687786556,103.7235559477561
97.4906678646547,103.36742326435288
97.52550361923771,103.7208012077091
98.1470943531208,104.02432079183706
98.5253882715689,104.03057259374827
98.36192294370092,104.30624562035818
98.68454352095877,103.65398926070614
98.10487289395302,102.8376236620738
97.37333426780351,103.39017713623278
97.70052790513854,103.24704572173555
97.62795187808872,103.09213767412432
97.3412854022835,103.28697579591791
96.45145987664485,102.41936774419784
96.4053471092806,101.8806031118383
96.23611840573318,102.16354406271212
96.77621743489422,101.8642169738794
96.1616164097076,101.9999312608106
95.57850210670267,100.65616528059294
95.52809584751799,100.5150229108587
95.54762633341622,99.91817085788114
94.47497171791711,99.50981312676839
94.70031457671655,99.26850511619651
94.72798485183887,99.70133205718835
94.80884160796361,99.85884329953839
95.81579843057075,100.91343269731843
96.56157109135606,101.37181378240517
97.8849166339858,100.88316245671498
98.33521999505156,101.51961814165473
98.7628937473099,102.07006949746031
99.32950777469281,102.13558191168666
98.95867152989783,103.26888273542579
99.02865280796782,102.97592360582605
99.38295860526267,103.13251349730236
99.0369830585277,103.04151392770547
98.72670430090365,102.34716130865976
97.65633096505672,101.23673773909242
97.91192651519549,101.47227018708382
98.89074347114389,102.42462775284788
99.06766493374876,102.9253535758301
97.75139703569593,102.38141761447916
98.71735232676635,102.25430167147275
98.43560694403202,102.55405316017246
99.25966043635118,102.58198582790138
99.70304291151903,102.24760841438258
99.53611725085108,101.86597016201655
99.32251492940571,102.0033919417549
99.59886330802568,102.7193275440741
98.68830401324772,103.21594414951568
98.34500787951208,102.78344344077057
98.01603600586208,102.10158035798341
97.74917191644349,101.25050645047243
98.31065554341197,101.12344589718447
98.29957037317502,100.85231645080884
98.10807915809806,99.93189840073919
98.57495786314087,100.50817193534253
99.41563405301841,100.54414117115006
98.51686765125937,100.29899208360668
98.02888434637238,99.57934233335097
99.4887934956924,100.54024991564408
100.55342590403833,101.77887045626292
100.51037204140528,101.67646250490974
100.36884677943054,102.50992922308863
100.27901360363691,102.07755428260084
100.98014035010395,102.52858574625196
100.12872468267338,101.25795205714942
100.5791826222593,101.27617432762982
100.7009168740725,101.23939981046138
100.88840466347536,100.9921455768333
100.5110495177971,100.55111574778334
100.00124833458477,99.46236899617949
99.63395370930016,98.85655432478208
99.91498100716038,99.23338373087617
100.27260320323576,99.95427855969811
99.40836788560462,99.55129120275792
98.81409778655808,99.30584838844406
98.56027732473966,100.60372089451974
99.31179982332853,101.37234968663941
100.36818463297476,101.9004256244449
98.94057138219353,100.27049695738135
99.35676377831192,101.3267497118279
99.85900793163053,102.16956928771195
100.12841540552746,102.46906742919496
99.58979422197838,102.29614633464482
99.77253160682743,102.65068041855704
98.79629635800946,101.95830343884134
98.62384452985846,102.45774017815758
99.08930727259339,103.41468511157873
98.91182131491743,102.37813353311289
99.23556499275102,102.11318426770207
99.48351508195641,102.21461716074343
99.68497551581474,102.15997029176494
99.97788748332671,102.67350957006673
100.11439081886891,102.20630731010249
100.14322880574602,103.23036767946661
99.02871232413565,103.38830096020345
99.4440922249958,102.57437742613178
99.15044851415334,102.6994005379871
99.56801409948655,102.9866238104341
100.62559255695237,103.15191777552312
100.84341131444465,104.03454289560426
100.73125037705418,103.57345693741327
101.20912667806283,104.21162712529183
101.28761665658614,104.63486740082841
100.89967208130363,104.00818247015347
101.21752195374616,105.34088826613807
101.50848024346591,106.57602422331112
102.2094656866774,106.42738846022787
101.93971561346883,106.57388479163436
101.44807720310197,106.85368324647322
101.92265260227933,107.44895334133942
101.51815755634695,107.39288556736702
100.29993802188343,107.54723394227383
99.79497004225428,108.06564247895916
99.4129314423465,108.2981021157262
99.16298309087158,107.50768729610701
98.81447725738812,107.90162174731054
99.44743823787765,108.35371615076
99.83472312389351,108.53415755677348
99.58697257452789,107.64134991553689
100.0416549536733,108.20370185314269
99.6869545346028,108.5738548028867
98.72996380586926,108.62635896491294
98.19644481960957,107.98388867840455
98.60558975858541,107.90547829155456
99.08214535686506,108.57350492911026
100.00760040058616,108.41086365961688
100.84731552600557,109.73634918456851
101.04028338310387,109.406753586744
100.90365287409739,109.42109821134589
101.80693482417442,109.97724274352083
102.10499375219094,110.9162465544082
102.23662892713618,111.82637666298992
102.56885118495404,112.48397335831903
101.9807006051393,111.88322048408627
101.54144965583976,111.1189081769554
100.8333731410952,110.69165069677
100.59997305857416,111.17586995083592
100.95681991291814,110.98484370419531
100.85035985144364,111.43396409880519
99.75585330148728,111.1896840222057
100.09030480097007,111.1073677471542
